ACR_GROUPID,ICDCODE,DESCRIPTION,EFF_DATE,ACTIVE
CR0069,A50.9,"CONGENITAL SYPHILIS, UNSPECIFIED",1/1/2014,T
CR0069,A50.4,LATE CONGENITAL NEUROSYPHILIS [JUVENILE NEUROSYPHILIS]; DEMENTIA PARALYTICA JUVENILIS; JUVENILE GENERAL PARESIS ; JUVENILE TABES DORSALIS;  JUVENILE TABOPARETIC NEUROSYPHILIS,1/1/2014,T
CR0069,A50.2,"EARLY CONGENITAL SYPHILIS, UNSPECIFIED; CONGENITAL SYPHILIS NOS LESS THAN TWO YEARS AFTER BIRTH.",1/1/2014,T
CR0069,A50.0,"EARLY CUTANEOUS CONGENITAL SYPHILIS: , EARLY MUCOCUTANEOUS CONGENITAL SYPHILIS, EARLY VISCERAL CONGENITAL SYPHILIS; EARLY  CONGENITAL SYPHILITIC  LARYNGITIS;  EARLY  CONGENITAL SYPHILITIC  OCULOPATHY;  EARLY  CONGENITAL SYPHILITIC  OSTEOCHONDROPATHY;  EAR",1/1/2014,T
CR0070,Q64.7,OTHER CONGENITAL MALFORMATIONS OF BLADDER AND URETHRA; ACCESSORY BLADDER; ACCESSORY URETHRA; CONGENITAL HERNIA OF BLADDER; CONGENITAL MALFORMATION OF BLADDER OR URETHRA NOS; CONGENITAL PROLAPSE OF BLADDER (MUCOSA); CONGENITAL PROLAPSE OF URETHRA; CONGENIT,1/1/2014,T
CR0070,Q64.8,OTHER SPECIFIED CONGENITAL MALFORMATIONS OF URINARY SYSTEM,1/1/2014,T
CR0070,Q64.9,"CONGENITAL MALFORMATION OF URINARY SYSTEM, UNSPECIFIED; CONGENITAL  ANOMALY NOS OF URINARY SYSTEM; CONGENITAL DEFORMITY NOS OF URINARY SYSTEM",1/1/2014,T
CR0070,Q62.2,CONGENITAL MEGALOURETER; CONGENITAL DILATATION OF URETER,1/1/2014,T
CR0070,Q62.1,ATRESIA AND STENOSIS OF URETER; CONGENITAL OCCLUSION OF  URETER; CONGENITAL OCCLUSION OF URETEROPELVIC JUNCTION; CONGENITAL OCCLUSION OF URETEROVESICAL ORIFICE; IMPERVIOUS URETER,1/1/2014,T
CR0070,Q62.3,OTHER OBSTRUCTIVE DEFECTS OF RENAL PELVIS AND URETER; CONGENITAL URETEROCELE,1/1/2014,T
CR0070,Q62.5,"DUPLICATION OF URETER; ACCESSORY OF URETER, DOUBLE OF URETER",1/1/2014,T
CR0070,Q62.6,"MALPOSITION OF URETER; DEVIATION OF URETER OR URETERIC ORIFICE; DISPLACEMENT OF URETER OR URETERIC ORIFICE; ECTOPIC OF URETER OF URETERIC ORIFICE; IMPLANTATION, ANOMALOUS OF URETER OR URETERIC ORIFICE",1/1/2014,T
CR0070,Q64.1,EXSTROPHY OF URINARY BLADDER; ECTOPIA VESICAE; EXTROVERSION OF BLADDER,1/1/2014,T
CR0070,Q64.4,MALFORMATION OF URACHUS; CYST OF URACHUS; PATENT URACHUS; PROLAPSE OF URACHUS,1/1/2014,T
CR0070,Q64.3,OTHER ATRESIA AND STENOSIS OF URETHRA AND BLADDER NECK; CONGENITAL BLADDER NECK OBSTRUCTION; CONGENITAL STRICTURE OF URETHRA; CONGENITAL STRICTURE OF URINARY MEATUS; CONGENITAL STRICTURE OF VESICOURETHRAL ORIFICE; IMPERVIOUS URETHRA,1/1/2014,T
CR0070,Q64.2,CONGENITAL POSTERIOR URETHRAL VALVES,1/1/2014,T
CR0071,Q27.8,"OTHER SPECIFIED CONGENITAL MALFORMATIONS OF PERIPHERAL VASCULAR SYSTEM; ABERRANT SUBCLAVIAN ARTERY; ABSENCE OF ARTERY OR VEIN NEC; ATRESIA OF ARTERY OR VEIN NEC; CONGENITAL ANEURYSM (PERIPHERAL); CONGENITAL STRICTURE, ARTERY; CONGENITAL VARIX",1/1/2014,T
CR0071,Q28.0,ARTERIOVENOUS MALFORMATION OF PRECEREBRAL VESSELS; CONGENITAL ARTERIOVENOUS PRECEREBRAL ANEURYSM (NONRUPTURED),1/1/2014,T
CR0071,Q28.1,OTHER MALFORMATIONS OF PRECEREBRAL VESSELS; CONGENITAL MALFORMATION OF PRECEREBRAL VESSELS NOS; CONGENITAL PRECEREBRAL ANEURYSM (NONRUPTURED),1/1/2014,T
CR0071,Q28.2,ARTERIOVENOUS MALFORMATION OF CEREBRAL VESSELS; ARTERIOVENOUS MALFORMATION OF BRAIN NOS; CONGENITAL ARTERIOVENOUS CEREBRAL ANEURYSM (NONRUPTURED),1/1/2014,T
CR0071,Q27.9,"CONGENITAL MALFORMATION OF PERIPHERAL VASCULAR SYSTEM, UNSPECIFIED; ANOMALY OF ARTERY OR VEIN NOS",1/1/2014,T
CR0071,Q27.1,CONGENITAL RENAL ARTERY STENOSIS,1/1/2014,T
CR0071,Q27.3,PERIPHERAL ARTERIOVENOUS MALFORMATION; ARTERIOVENOUS ANEURYSM,1/1/2014,T
CR0071,Q28.3,"OTHER MALFORMATIONS OF CEREBRAL VESSELS; CONGENITAL CEREBRAL ANEURYSM, NONRUPTURED; CONGENITAL MALFORMATION OF CEREBRAL VESSELS NOS",1/1/2014,T
CR0072,M35.9,"SYSTEMIC INVOLVEMENT OF CONNECTIVE TISSUE, UNSPECIFIED; SYSTEMIC  AUTOIMMUNE DISEASE NOS; COLLAGEN (VASCULAR) DISEASE NOS",1/1/2014,T
CR0072,M33.1,OTHER DERMATOMYOSITIS,1/1/2014,T
CR0072,M31.1,THROMBOTIC MICROANGIOPATHY; THROMBOTIC THROMBOCYTOPENIC PURPURA,1/1/2014,T
CR0072,M35.2,BEHçET'S DISEASE,1/1/2014,T
CR0072,M30.2,JUVENILE POLYARTERITIS,1/1/2014,T
CR0072,M31.2,LETHAL MIDLINE GRANULOMA,1/1/2014,T
CR0072,M31.3,WEGENER'S GRANULOMATOSIS; NECROTIZING RESPIRATORY GRANULOMATOSIS,1/1/2014,T
CR0072,M34.0,PROGRESSIVE SYSTEMIC SCLEROSIS,1/1/2014,T
CR0072,M31.6,OTHER GIANT CELL ARTERITIS,1/1/2014,T
CR0072,M30.1,POLYARTERITIS WITH LUNG INVOLVEMENT [CHURG-STRAUSS]; ALLERGIC GRANULOMATOUS ANGIITIS,1/1/2014,T
CR0072,M33.0,JUVENILE DERMATOMYOSITIS,1/1/2014,T
CR0072,M30.3,MUCOCUTANEOUS LYMPH NODE SYNDROME [KAWASAKI],1/1/2014,T
CR0072,M30.8,OTHER CONDITIONS RELATED TO POLYARTERITIS NODOSA; POLYANGIITIS OVERLAP SYNDROME,1/1/2014,T
CR0072,M31.0,HYPERSENSITIVITY ANGIITIS; GOODPASTURE'S SYNDROME,1/1/2014,T
CR0072,M31.4,AORTIC ARCH SYNDROME [TAKAYASU],1/1/2014,T
CR0072,M31.8,OTHER SPECIFIED NECROTIZING VASCULOPATHIES; HYPOCOMPLEMENTAEMIC VASCULITIS,1/1/2014,T
CR0072,M31.9,"NECROTIZING VASCULOPATHY, UNSPECIFIED",1/1/2014,T
CR0072,M30.0,POLYARTERITIS NODOSA,1/1/2014,T
CR0072,M35.4,DIFFUSE (EOSINOPHILIC) FASCIITIS,1/1/2014,T
CR0072,M33.2,POLYMYOSITIS,1/1/2014,T
CR0072,M33.9,"DERMATOPOLYMYOSITIS, UNSPECIFIED",1/1/2014,T
CR0072,M34.1,"CR(E)ST SYNDROME; COMBINATION OF CALCINOSIS, RAYNAUD'S PHENOMENON, (O)ESOPHAGEAL DYSFUNCTION, SCLERODACTYLY, TELANGIECTASIA",1/1/2014,T
CR0072,M34.2,SYSTEMIC SCLEROSIS INDUCED BY DRUGS AND CHEMICALS,1/1/2014,T
CR0072,M34.9,"SYSTEMIC SCLEROSIS, UNSPECIFIED",1/1/2014,T
CR0072,M35.0,SICCA SYNDROME [SJÖGREN],1/1/2014,T
CR0072,M35.1,OTHER OVERLAP SYNDROMES; MIXED CONNECTIVE TISSUE DISEASE,1/1/2014,T
CR0072,M35.3,POLYMYALGIA RHEUMATICA,1/1/2014,T
CR0072,M35.8,OTHER SPECIFIED SYSTEMIC INVOLVEMENT OF CONNECTIVE TISSUE,1/1/2014,T
CR0073,G51.9,"DISORDER OF FACIAL NERVE, UNSPECIFIED",1/1/2014,T
CR0073,G52.8,DISORDERS OF OTHER SPECIFIED CRANIAL NERVES,1/1/2014,T
CR0073,G51.8,OTHER DISORDERS OF FACIAL NERVE,1/1/2014,T
CR0073,G50.0,TRIGEMINAL NEURALGIA; SYNDROME OF PAROXYSMAL FACIAL PAIN; TIC DOULOUREUX,1/1/2014,T
CR0073,G50.8,OTHER DISORDERS OF TRIGEMINAL NERVE,1/1/2014,T
CR0073,G51.0,BELL'S PALSY; FACIAL PALSY,1/1/2014,T
CR0073,G51.1,GENICULATE GANGLIONITIS,1/1/2014,T
CR0073,G51.3,CLONIC HEMIFACIAL SPASM,1/1/2014,T
CR0073,H46,"OPTIC NEURITIS; OPTIC NEUROPATHY, EXCEPT ISCHAEMIC; OPTIC PAPILLITIS; RETROBULBAR NEURITIS NOS",1/1/2014,T
CR0073,G52.7,DISORDERS OF MULTIPLE CRANIAL NERVES; POLYNEURITIS CRANIALIS,1/1/2014,T
CR0073,G52.2,DISORDERS OF VAGUS NERVE; DISORDER OF PNEUMOGASTRIC [10TH] NERVE,1/1/2014,T
CR0073,G52.1,DISORDERS OF GLOSSOPHARYNGEAL NERVE; DISORDER OF 9TH CRANIAL NERVE; GLOSSOPHARYNGEAL NEURALGIA,1/1/2014,T
CR0073,G52.0,DISORDERS OF OLFACTORY NERVE; DISORDER OF 1ST CRANIAL NERVE,1/1/2014,T
CR0073,H47.0,"DISORDERS OF OPTIC NERVE, NOT ELSEWHERE CLASSIFIED; COMPRESSION OF OPTIC NERVE; HAEMORRHAGE IN OPTIC NERVE SHEATH; ISCHAEMIC OPTIC NEUROPATHY",1/1/2014,T
CR0073,G51.4,FACIAL MYOKYMIA,1/1/2014,T
CR0074,J05.0,ACUTE OBSTRUCTIVE LARYNGITIS [CROUP]; OBSTRUCTIVE LARYNGITIS NOS,1/1/2014,T
CR0075,E24.8,OTHER CUSHING'S SYNDROME,1/1/2014,T
CR0075,E24.3,ECTOPIC ACTH SYNDROME,1/1/2014,T
CR0075,E24.2,DRUG-INDUCED CUSHING'S SYNDROME,1/1/2014,T
CR0075,E24.1,NELSON'S SYNDROME,1/1/2014,T
CR0075,E24.9,"CUSHING'S SYNDROME, UNSPECIFIED",1/1/2014,T
CR0075,E24.0,PITUITARY-DEPENDENT CUSHING'S DISEASE; OVERPRODUCTION OF PITUITARY ACTH; PITUITARY-DEPENDENT HYPERADRENOCORTICISM,1/1/2014,T
CR0076,E84.1,CYSTIC FIBROSIS WITH INTESTINAL MANIFESTATIONS,1/1/2014,T
CR0076,E84.8,CYSTIC FIBROSIS WITH OTHER MANIFESTATIONS; CYSTIC FIBROSIS WITH COMBINED MANIFESTATIONS,1/1/2014,T
CR0076,E84.0,CYSTIC FIBROSIS WITH PULMONARY MANIFESTATIONS,1/1/2014,T
CR0076,E84.9,"CYSTIC FIBROSIS, UNSPECIFIED",1/1/2014,T
CR0077,G32.8*,OTHER SPECIFIED DEGENERATIVE DISORDERS OF NERVOUS SYSTEM IN DISEASES CLASSIFIED ELSEWHERE,1/1/2014,T
CR0077,G31.1,"SENILE DEGENERATION OF BRAIN, NOT ELSEWHERE CLASSIFIED",1/1/2014,T
CR0077,G31.2,DEGENERATION OF NERVOUS SYSTEM DUE TO ALCOHOL; ALCOHOLIC CEREBELLAR ATAXIA; ALCOHOLIC CEREBELLAR DEGENERATION; ALCOHOLIC CEREBRAL DEGENERATION; ALCOHOLIC ENCEPHALOPATHY; DYSFUNCTION OF AUTONOMIC NERVOUS SYSTEM DUE TO ALCOHOL,1/1/2014,T
CR0077,G31.0,CIRCUMSCRIBED BRAIN ATROPHY; PICK'S DISEASE; PROGRESSIVE ISOLATED APHASIA,1/1/2014,T
CR0077,G31.8,OTHER SPECIFIED DEGENERATIVE DISEASES OF NERVOUS SYSTEM; GREY-MATTER DEGENERATION [ALPERS]; LEWY BODY (IES) DEMENTIA; LEWY BODY (IES) DISEASE; SUBACUTE NECROTIZING ENCEPHALOPATHY [LEIGH],1/1/2014,T
CR0077,G30.8,OTHER ALZHEIMER'S DISEASE,1/1/2014,T
CR0077,G30.1,ALZHEIMER'S DISEASE WITH LATE ONSET,1/1/2014,T
CR0077,G30.0,ALZHEIMER'S DISEASE WITH EARLY ONSET,1/1/2014,T
CR0077,G30.9+F00.9*,"DEMENTIA IN ALZHEIMER'S DISEASE, UNSPECIFIED",1/1/2014,T
CR0078,G37.8,OTHER SPECIFIED DEMYELINATING DISEASES OF CENTRAL NERVOUS SYSTEM,1/1/2014,T
CR0078,G36.1,ACUTE AND SUBACUTE HAEMORRHAGIC LEUKOENCEPHALITIS [HURST],1/1/2014,T
CR0078,G37.4,SUBACUTE NECROTIZING MYELITIS,1/1/2014,T
CR0078,G36.9,"ACUTE DISSEMINATED DEMYELINATION, UNSPECIFIED",1/1/2014,T
CR0078,G37.2,CENTRAL PONTINE MYELINOLYSIS,1/1/2014,T
CR0078,G37.3,ACUTE TRANSVERSE MYELITIS IN DEMYELINATING DISEASE OF CENTRAL NERVOUS SYSTEM; ACUTE TRANSVERSE MYELITIS NOS,1/1/2014,T
CR0078,G37.9,"DEMYELINATING DISEASE OF CENTRAL NERVOUS SYSTEM, UNSPECIFIED",1/1/2014,T
CR0078,G37.0,DIFFUSE SCLEROSIS; PERIAXIAL ENCEPHALITIS; SCHILDER'S DISEASE,1/1/2014,T
CR0078,G36.8,OTHER SPECIFIED ACUTE DISSEMINATED DEMYELINATION,1/1/2014,T
CR0078,G36.0,NEUROMYELITIS OPTICA [DEVIC]; DEMYELINATION IN OPTIC NEURITIS,1/1/2014,T
CR0078,G35,"MULTIPLE SCLEROSIS; MULTIPLE SCLEROSIS  NOS; MULTIPLE SCLEROSIS OF BRAIN STEM; MULTIPLE SCLEROSIS OF CORD; MULTIPLE SCLEROSIS, DISSEMINATED; MULTIPLE SCLEROSIS,  GENERALIZED",1/1/2014,T
CR0078,G37.1,CENTRAL DEMYELINATION OF CORPUS CALLOSUM,1/1/2014,T
CR0079,A91.1,DENGUE WITH WARNING SIGNS,1/1/2014,T
CR0079,A90,DENGUE WITHOUT WARNING SIGNS,1/1/2014,T
CR0080,A91.3,SEVERE DENGUE,1/1/2014,T
CR0081,N25.1,NEPHROGENIC DIABETES INSIPIDUS,1/1/2014,T
CR0081,E23.2,DIABETES INSIPIDUS,1/1/2014,T
CR0082,E13.1,OTHER SPECIFIED DIABETES MELLITUS WITH ACIDIDOSIS/ KETOACIDOSIS WITHOUT MENTION OF COMA,1/1/2014,T
CR0082,E14.0,UNSPECIFIED DIABETES MELLITUS; DIABETES NOS WITH COMA,1/1/2014,T
CR0082,E10.1,INSULIN-DEPENDENT DIABETES MELLITUS WITH ACIDIDOSIS/ KETOACIDOSIS WITHOUT MENTION OF COMA; DIABETIC ACIDIDOSIS WITHOUT MENTION OF COMA; DIABETIC KETOACIDOSIS WITHOUT MENTION OF COMA;,1/1/2014,T
CR0082,E12.0,MALNUTRITION-RELATED DIABETES MELLITUS WITH COMA;  INSULIN-DEPENDENT MALNUTRITION-RELATED DIABETES MELLITUS WITH COMA ; NON-INSULIN-DEPENDENT MALNUTRITION-RELATED DIABETES MELLITUS WITH COMA,1/1/2014,T
CR0082,E10.0,INSULIN-DEPENDENT DIABETES MELLITUS WITH COMA;  BRITTLE DIABETES (MELLITUS) WITH COMA; JUVENILE-ONSET DIABETES (MELLITUS) WITHCOMA  ; KETOSIS-PRONE  DIABETES (MELLITUS) WITH COMA; TYPE I DIABETES (MELLITUS) WITH COMA;,1/1/2014,T
CR0082,E14.1,UNSPECIFIED DIABETES MELLITUS; DIABETES NOS  WITH ACIDIDOSIS/ KETOACIDOSIS WITHOUT MENTION OF COMA,1/1/2014,T
CR0082,E13.0,OTHER SPECIFIED DIABETES MELLITUS WITH COMA,1/1/2014,T
CR0082,E11.1,NON-INSULIN-DEPENDENT DIABETES MELLITUS WITH  KETOACIDOSIS WITHOUT MENTION OF COMA; ;  NONOBESE DIABETES (MELLITUS)  WITH KETOACIDOSIS WITHOUT MENTION OF COMA; OBESE DIABETES MELLITUS WITH KETOACIDOSIS WITHOUT MENTION OF COMA; ADULT-ONSET DIABETES MELLITU,1/1/2014,T
CR0082,E11.0,NON-INSULIN-DEPENDENT DIABETES MELLITUS WITH COMA;  NONOBESE DIABETES (MELLITUS)  WITH COMA ; OBESE DIABETES MELLITUS WITH COMA  ; ADULT-ONSET DIABETES MELLITUS WITH COMA ; MATURITY-ONSET DIABETES MELLITUS WITH COMA ; NONKETOTIC DIABETES MELLITUS WITH COM,1/1/2014,T
CR0083,E12.8,MALNUTRITION-RELATED DIABETES MELLITUS WITH  UNSPECIFIED  COMPLICATIONS;  INSULIN-DEPENDENT MALNUTRITION-RELATED DIABETES MELLITUS WITH  UNSPECIFIED  COMPLICATIONS; NON-INSULIN-DEPENDENT MALNUTRITION-RELATED DIABETES MELLITUS WITH  UNSPECIFIED  COMPLICATI,1/1/2014,T
CR0083,E12.5,MALNUTRITION-RELATED DIABETES MELLITUS WITH DIABETIC GANGRENE/ ULCER;  INSULIN-DEPENDENT MALNUTRITION-RELATED DIABETES MELLITUS WITH DIABETIC GANGRENE/ ULCER; NON-INSULIN-DEPENDENT MALNUTRITION-RELATED DIABETES MELLITUS WITH DIABETIC GANGRENE/ ULCER,1/1/2014,T
CR0083,E13.5,OTHER SPECIFIED DIABETES MELLITUS WITH DIABETIC GANGRENE/ ULCER,1/1/2014,T
CR0083,E10.7,INSULIN-DEPENDENT DIABETES MELLITUS WITH MULTIPLE COMPLICATIONS,1/1/2014,T
CR0083,E13.6,OTHER SPECIFIED DIABETES MELLITUS WITH OTHER SPECIFIED COMPLICATIONS,1/1/2014,T
CR0083,E14.5,UNSPECIFIED DIABETES MELLITUS; DIABETES NOS WITH DIABETIC GANGRENE/ ULCER,1/1/2014,T
CR0083,E14.6,UNSPECIFIED DIABETES MELLITUS WITH OTHER SPECIFIED COMPLICATIONS,1/1/2014,T
CR0083,E14.7,UNSPECIFIED DIABETES MELLITUS; DIABETES NOS WITH  MULTIPLE COMPLICATIONS,1/1/2014,T
CR0083,E12.6,MALNUTRITION-RELTAED DIABETES MELLITUS WITH OTHER SPECIFIED COMPLICATIONS,1/1/2014,T
CR0083,E10.5,INSULIN-DEPENDENT DIABETES MELLITUS WITH DIABETIC GANGRENE/ ULCER,1/1/2014,T
CR0083,E11.6,NON-INSULIN-DEPENDENT DIABETES MELLITUS WITH OTHER SPECIFIED COMPLICATIONS,1/1/2014,T
CR0083,E10.8,INSULIN-DEPENDENT DIABETES MELLITUS  WITH UNSPECIFIED COMPLICATIONS,1/1/2014,T
CR0083,E11.7,NON-INSULIN-DEPENDENT DIABETES MELLITUS WITH  MULTIPLE COMPLICATIONS ;  NONOBESE DIABETES (MELLITUS)  WITH  MULTIPLE COMPLICATIONS ; OBESE DIABETES MELLITUS WITH MULTIPLE COMPLICATIONS   ; ADULT-ONSET DIABETES MELLITUS WITH  MULTIPLE COMPLICATIONS ; MATUR,1/1/2014,T
CR0083,E10.6,INSULIN-DEPENDENT DIABETES MELLITUS WITH OTHER SPECIFIED COMPLICATIONS,1/1/2014,T
CR0083,E11.5,NON-INSULIN-DEPENDENT DIABETES MELLITUS WITH DIABETIC GANGRENE/ ULCER;  NONOBESE DIABETES (MELLITUS)  WITH  DIABETIC GANGRENE/ ULCER;  OBESE DIABETES MELLITUS WITH DIABETIC GANGRENE/ ULCER; ADULT-ONSET DIABETES MELLITUS WITH DIABETIC GANGRENE/ ULCER;  MAT,1/1/2014,T
CR0083,E14.2+ N08.3*,UNSPECIFIED DIABETES MELLITUS; GLOMERULAR DISORDERS IN DIABETES MELLITUS,1/1/2014,T
CR0083,E13.2+ N08.3*,OTHER SPECIFIED DIABETES MELLITUS; GLOMERULAR DISORDERS IN DIABETES MELLITUS,1/1/2014,T
CR0083,E12.2+ N08.3*,MALNUTRITION-RELATED DIABETES; GLOMERULAR DISORDERS IN DIABETES MELLITUS,1/1/2014,T
CR0083,E10.2+ N08.3*,INSULIN-DEPENDENT DIABETES MELLITUS WITH RENAL COMPLICATIONS; GLOMERULAR DISORDERS IN DIABETES MELLITUS,1/1/2014,T
CR0083,E11.2+ N08.3*,NON-INSULIN-DEPENDENT DIABETES MELLITUS WITH RENAL COMPLICATIONS; GLOMERULAR DISORDERS IN DIABETES MELLITUS,1/1/2014,T
CR0084,A36.3,CUTANEOUS DIPHTHERIA,1/1/2014,T
CR0084,A36.0,PHARYNGEAL DIPHTHERIA; DIPHTHERITIC MEMBRANOUS ANGINA; TONSILLAR DIPHTHERIA,1/1/2014,T
CR0084,A36.9,"DIPHTHERIA, UNSPECIFIED",1/1/2014,T
CR0085,D71,FUNCTIONAL DISORDERS OF POLYMORPHONUCLEAR  NEUTROPHILS; CELL MEMBRANE RECEPTOR COMPLEX [CR3] DEFECT; CHRONIC (CHILDHOOD) GRANULOMATOUS DISEASE; CONGENITAL DYSPHAGOCYTOSIS; PROGRESSIVE SEPTIC GRANULOMATOSIS; OTHER DISORDERS OF WHITE BLOOD CELLS,1/1/2014,T
CR0085,D76.2,"HAEMOPHAGOCYTIC SYNDROME, INFECTION-ASSOCIATED",1/1/2014,T
CR0085,D73.8,OTHER DISEASES OF SPLEEN; FIBROSIS OF SPLEEN NOS;  PERISPLENITIS; SPLENITIS NOS,1/1/2014,T
CR0085,D76.0,"LANGERHANS' CELL HISTIOCYTOSIS, NOT ELSEWHERE CLASSIFIED",1/1/2014,T
CR0085,D74.9,"METHAEMOGLOBINAEMIA, UNSPECIFIED",1/1/2014,T
CR0085,D76.3,OTHER HISTIOCYTOSIS SYNDROMES; RETICULOHISTIOCYTOMA (GIANT-CELL); SINUS HISTIOCYTOSIS WITH MASSIVE LYMPHADENOPATHY; XANTHOGRANULOMA,1/1/2014,T
CR0085,D76.1,HAEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS; EOSINOPHILIC GRANULOMA; HAND-SCHüLLER-CHRISTIAN DISEASE; CHRONIC HISTIOCYTOSIS X,1/1/2014,T
CR0085,D75.8,OTHER SPECIFIED DISEASES OF BLOOD AND BLOOD-FORMING ORGANS,1/1/2014,T
CR0085,D75.2,ESSENTIAL THROMBOCYTOSIS,1/1/2014,T
CR0085,D75.1,SECONDARY POLYCYTHAEMIA;  ACQUIRED POLYCYTHAEMIA DUE TO ERYTHROPOIETIN;  ACQUIRED POLYCYTHAEMIA DUE TO FALL IN PLASMA VOLUME; ACQUIRED POLYCYTHAEMIA DUE TO HIGH ALTITUDE; ACQUIRED POLYCYTHAEMIA DUE TO  STRESS; EMOTIONAL POLYCYTHAEMIA; HYPOXAEMIC POLYCYTHA,1/1/2014,T
CR0085,D75.0,FAMILIAL ERYTHROCYTOSIS; BENIGN POLYCYTHAEMIA; FAMILIAL  POLYCYTHAEMIA,1/1/2014,T
CR0085,D73.5,INFARCTION OF SPLEEN;  NONTRAUMATIC SPLENIC RUPTURE; TORSION OF SPLEEN,1/1/2014,T
CR0085,D73.4,CYST OF SPLEEN,1/1/2014,T
CR0085,D73.3,ABSCESS OF SPLEEN,1/1/2014,T
CR0085,D73.2,CHRONIC CONGESTIVE SPLENOMEGALY,1/1/2014,T
CR0085,D72.8,OTHER SPECIFIED DISORDERS OF WHITE BLOOD CELLS; LYMPHOCYTIC LEUKAEMOID REACTION; MONOCYTIC LEUKAEMOID REACTION; MYELOCYTIC LEUKAEMOID REACTION; LEUKOCYTOSIS;  SYMPTOMATIC LYMPHOCYTOSIS;  LYMPHOPENIA; SYMPTOMATIC MONOCYTOSIS;,1/1/2014,T
CR0085,D70,AGRANULOCYTOSIS; AGRANULOCYTIC ANGINA; INFANTILE GENETIC AGRANULOCYTOSIS; KOSTMANN'S DISEASE;  NEUTROPENIA NOS;  CONGENITAL NEUTROPENIA; CYCLIC NEUTROPENIA; DRUG-INDUCED NEUTROPENIA; PERIODIC NEUTROPENIA;  PRIMARY SPLENIC NEUTROPENIA; TOXIC NEUTROPENIA;,1/1/2014,T
CR0085,D72.0,GENETIC ANOMALIES OF LEUKOCYTES; ALDER GRANULATION ANOMALY OR SYNDROME; ALDER GRANULOCYTE ANOMALY OR SYNDROME;  MAY-HEGGLIN  GRANULATION ANOMALY OR SYNDROME;   MAY-HEGGLIN GRANULOCYTE ANOMALY OR SYNDROME;   PELGER-HUëT  GRANULOCYTE ANOMALY OR SYNDROME;  P,1/1/2014,T
CR0086,K22.2,OESOPHAGEAL OBSTRUCTION; COMPRESSION OF OESOPHAGUS; CONSTRICTION OF OESOPHAGUS; STENOSIS OF OESOPHAGUS; STRICTURE OF OESOPHAGUS;,1/1/2014,T
CR0086,K22.1,ULCER OF OESOPHAGUS; EROSION OF OESOPHAGUS; ULCER OF OESOPHAGUS NOS; ULCER OF OESOPHAGUS DUE TO INGESTION OF CHEMICALS; ULCER OF OESOPHAGUS DUE TO INGESTION OF DRUGS AND MEDICAMENTS; FUNGAL ULCER OF OESOPHAGUS; PEPTIC ULCER OF OESOPHAGUS,1/1/2014,T
CR0086,K22.0,ACHALASIA OF CARDIA; ACHALASIA NOS; CARDIOSPASM,1/1/2014,T
CR0086,K22.4,DYSKINESIA OF OESOPHAGUS; CORKSREW OESOPHAGUS; DIFFUSE OESOPHAGEAL SPASM; SPASM OF OESOPHAGUS,1/1/2014,T
CR0086,K20,OESOPHAGITIS; ABSCESS OF OESOPHAGUS; OESOPHAGITIS NOS; CHEMICAL OESOPHAGITIS; PEPTIC OESOPHAGITIS,1/1/2014,T
CR0086,K22.8,OTHER SPECIFIED DISEASES OF OESOPHAGUS; HAEMORRHAGE OF OESOPHAGUS NOS,1/1/2014,T
CR0086,K22.6,GASTRO-OESOPHAGEAL LACERATION-HAEMORRHAGE SYNDROME; MALLORY-WEISS SYNDROME,1/1/2014,T
CR0086,K22.3,PERFORATION OF OESOPHAGUS; RUPTURE OF OESOPHAGUS,1/1/2014,T
CR0086,K22.7,BARRETT'S ESOPHAGUS; BARRET'S DISEASE; BARETT'S SYNDROME,1/1/2014,T
CR0086,K22.9,"DISEASE OF OESOPHAGUS, UNSPECIFIED",1/1/2014,T
CR0087,H60.4,CHOLESTEATOMA OF EXTERNAL EAR; KERATOSIS OBTURANS OF EXTERNAL EAR (CANAL),1/1/2014,T
CR0087,H60.2,MALIGNANT OTITIS EXTERNA,1/1/2014,T
CR0087,H60.1,CELLULITIS OF EXTERNAL EAR; CELLULITIS OF AURICLE; CELLULITIS OF EXTERNAL AUDITORY CANAL,1/1/2014,T
CR0087,H60.3,OTHER INFECTIVE OTITIS EXTERNA; DIFFUSE OTITIS EXTERNA ; HAEMORRHAGIC OTITIS EXTERNA ; SWIMMER'S EAR,1/1/2014,T
CR0088,H83.0,LABYRINTHITIS,1/1/2014,T
CR0088,H83.8,OTHER SPECIFIED DISEASES OF INNER EAR,1/1/2014,T
CR0089,H69.9,"EUSTACHIAN TUBE DISORDER, UNSPECIFIED",1/1/2014,T
CR0089,H70.1,CHRONIC MASTOIDITIS; CARIES OF MASTOID; FISTULA OF MASTOID,1/1/2014,T
CR0089,H68.1,OBSTRUCTION OF EUSTACHIAN TUBE; COMPRESSION  OF EUSTACHIAN TUBE; STENOSIS OF EUSTACHIAN TUBE; STRICTURE OF EUSTACHIAN TUBE,1/1/2014,T
CR0089,H70.8,OTHER MASTOIDITIS AND RELATED CONDITIONS,1/1/2014,T
CR0089,H70.9,"MASTOIDITIS, UNSPECIFIED",1/1/2014,T
CR0089,H73.1,CHRONIC MYRINGITIS; CHRONIC TYMPANITIS,1/1/2014,T
